Timestamp,State,Trial Number,Delay,Distance,Direction,P_x,P_y,P_z,O_x,O_y,O_z,O_w
1731300062.2091172,baseline,9,0,0.06,diag,-1.4749844431877137,5.692243576049805e-06,0.7499955203384161,0.6134881973266602,-0.3336532413959503,-0.3542627990245819,0.6219369769096375
1731300062.2194884,baseline,9,0,0.06,diag,-1.475005066394806,-7.12275505065918e-06,0.7499926658347249,0.6135035753250122,-0.33366256952285767,-0.35425400733947754,0.6219217777252197
1731300062.2297902,baseline,9,0,0.06,diag,-1.4749986290931703,2.962350845336914e-05,0.7500078910961747,0.6135035157203674,-0.33366891741752625,-0.35424789786338806,0.6219218373298645
1731300062.2400804,baseline,9,0,0.06,diag,-1.4750120401382447,-1.2040138244628906e-05,0.7500090952962637,0.6134953498840332,-0.33367279171943665,-0.3542442321777344,0.621929943561554
1731300062.2605813,baseline,9,0,0.06,diag,-1.4749978542327882,6.884336471557617e-06,0.7499895747750998,0.613506019115448,-0.3336693048477173,-0.35424765944480896,0.6219193935394287
1731300062.2709212,baseline,9,0,0.06,diag,-1.4750039339065553,-1.8656253814697266e-05,0.7499925587326288,0.6134961843490601,-0.3336738646030426,-0.35424333810806274,0.6219291687011719
1731300062.28145,baseline,9,0,0.06,diag,-1.475003218650818,1.767277717590332e-05,0.7500195717439055,0.613497793674469,-0.33367881178855896,-0.3542386293411255,0.6219274997711182
1731300062.291887,baseline,9,0,0.06,diag,-1.4749919533729554,4.4405460357666016e-06,0.7500053821131587,0.6135064363479614,-0.3336752951145172,-0.35424211621284485,0.6219188570976257
1731300062.3022106,baseline,9,0,0.06,diag,-1.4750038146972657,-2.2113323211669922e-05,0.749957469291985,0.6135149002075195,-0.3336760997772217,-0.35424140095710754,0.6219105124473572
1731300062.3125124,baseline,9,0,0.06,diag,-1.4749938011169434,1.4036893844604492e-05,0.7499840212985873,0.6135193705558777,-0.3336721360683441,-0.35424521565437317,0.6219061017036438
1731300062.3228035,baseline,9,0,0.06,diag,-1.4749932050704957,-5.841255187988281e-06,0.7499976987019181,0.6135229468345642,-0.3336760401725769,-0.3542414903640747,0.621902585029602
